,steps,metric,training_loss,validation_loss,validation_acc
2954,2898,training_loss,4.753449440002441,,
2955,2899,training_loss,5.601413249969482,,
2956,2900,validation_loss,5.780694344898065,,
2957,2900,validation_acc,0.9095238095238095,,
2958,2900,training_loss,6.867294788360596,,
2959,2901,training_loss,5.129644393920898,,
2960,2902,training_loss,5.712010383605957,,
2961,2903,training_loss,5.669171333312988,,
2962,2904,training_loss,4.790974140167236,,
2963,2905,training_loss,4.642942428588867,,
2964,2906,training_loss,4.422696590423584,,
2965,2907,training_loss,10.071423530578613,,
2966,2908,training_loss,4.7747697830200195,,
2967,2909,training_loss,5.453281879425049,,
2968,2910,training_loss,6.154029846191406,,
2969,2911,training_loss,5.846035957336426,,
2970,2912,training_loss,4.718105792999268,,
2971,2913,training_loss,5.960697650909424,,
2972,2914,training_loss,5.310151100158691,,
2973,2915,training_loss,5.36900520324707,,
2974,2916,training_loss,10.137545585632324,,
2975,2917,training_loss,4.690221309661865,,
2976,2918,training_loss,4.9147138595581055,,
2977,2919,training_loss,5.547513961791992,,
2978,2920,training_loss,43.83115005493164,,
2979,2921,training_loss,5.692154407501221,,
2980,2922,training_loss,4.50359582901001,,
2981,2923,training_loss,5.701145648956299,,
2982,2924,training_loss,13.529203414916992,,
2983,2925,training_loss,4.340723991394043,,
2984,2926,training_loss,5.346978187561035,,
2985,2927,training_loss,67.7474365234375,,
2986,2928,training_loss,17.369396209716797,,
2987,2929,training_loss,5.639829635620117,,
2988,2930,training_loss,9.127362251281738,,
2989,2931,training_loss,4.5077314376831055,,
2990,2932,training_loss,4.729641914367676,,
2991,2933,training_loss,6.500689506530762,,
2992,2934,training_loss,4.990473747253418,,
2993,2935,training_loss,4.671866416931152,,
2994,2936,training_loss,4.836289882659912,,
2995,2937,training_loss,4.67531156539917,,
2996,2938,training_loss,4.448291778564453,,
2997,2939,training_loss,48.55464172363281,,
2998,2940,training_loss,4.423852443695068,,
2999,2941,training_loss,4.73383092880249,,
3000,2942,training_loss,40.33901596069336,,
3001,2943,training_loss,10.894701957702637,,
3002,2944,training_loss,9.099560737609863,,
3003,2945,training_loss,4.931313514709473,,
3004,2946,training_loss,5.304978847503662,,
3005,2947,training_loss,4.631587028503418,,
3006,2948,training_loss,11.919204711914062,,
3007,2949,training_loss,5.320953845977783,,
3008,2950,training_loss,11.76443862915039,,
3009,2951,training_loss,10.471181869506836,,
3010,2952,training_loss,38.17409133911133,,
3011,2953,training_loss,4.641879558563232,,
3012,2954,training_loss,5.129854202270508,,
3013,2955,training_loss,4.993892669677734,,
3014,2956,training_loss,5.811161994934082,,
3015,2957,training_loss,4.694369316101074,,
3016,2958,training_loss,41.10934066772461,,
3017,2959,training_loss,4.867244720458984,,
3018,2960,training_loss,4.328634262084961,,
3019,2961,training_loss,4.624518871307373,,
3020,2962,training_loss,3.9863529205322266,,
3021,2963,training_loss,4.556295871734619,,
3022,2964,training_loss,6.486591815948486,,
3023,2965,training_loss,4.30689811706543,,
3024,2966,training_loss,5.424772262573242,,
3025,2967,training_loss,17.06523323059082,,
3026,2968,training_loss,10.26643180847168,,
3027,2969,training_loss,6.548688888549805,,
3028,2970,training_loss,5.450933456420898,,
3029,2971,training_loss,5.407407760620117,,
3030,2972,training_loss,12.247748374938965,,
3031,2973,training_loss,4.929668426513672,,
3032,2974,training_loss,5.768904685974121,,
3033,2975,training_loss,4.305469036102295,,
3034,2976,training_loss,4.4635796546936035,,
3035,2977,training_loss,4.7786784172058105,,
3036,2978,training_loss,4.475539207458496,,
3037,2979,training_loss,4.360566139221191,,
3038,2980,training_loss,4.6930766105651855,,
3039,2981,training_loss,5.069515228271484,,
3040,2982,training_loss,5.16886568069458,,
3041,2983,training_loss,5.188327789306641,,
3042,2984,training_loss,4.095789909362793,,
3043,2985,training_loss,6.076834201812744,,
3044,2986,training_loss,4.9202775955200195,,
3045,2987,training_loss,46.94380569458008,,
3046,2988,training_loss,5.471060276031494,,
3047,2989,training_loss,5.470037937164307,,
3048,2990,training_loss,4.212423801422119,,
3049,2991,training_loss,4.9091901779174805,,
3050,2992,training_loss,4.253543853759766,,
3051,2993,training_loss,81.47367858886719,,
3052,2994,training_loss,5.1784987449646,,
3053,2995,training_loss,5.382744789123535,,
3054,2996,training_loss,9.640290260314941,,
3055,2997,training_loss,4.730579376220703,,
3056,2998,training_loss,13.553078651428223,,
3057,2999,training_loss,3.7503044605255127,,
3058,3000,validation_loss,5.742629003127732,,
3059,3000,validation_acc,0.9074404761904762,,
